"CAS番号","物質名","安衛法","皮膚等障害","がん原性","濃度基準値","安衛法危険物","特化則","特別管理物質","有機則","鉛則","粉じん則","化管法","毒劇法","消防法品名","化審法","大防法","水濁法有害物質","土対法","女性則","備考","出所"
"68987-33-7","Barium bismuth lead niobium titanium oxide","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"68988-11-4","ジブチル（オキソ）スタンナンとエチレン＝ビス（スルファニルアセタート）とイソオクチル＝スルファニルアセタートの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"68988-12-5","ジクロロ（ジオクチル）スタンナンとイソオクチル＝スルファニルアセタートとトリクロロ（オクチル）スタンナンの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"68988-58-9","ジブチル（オキソ）スタンナンとテトラプロポキシシランの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"68991-48-0","エトキシ化アルコール（Ｃ＝７～２１）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69011-07-0","クロム酸ケイ酸鉛","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69011-59-2","Lead alloy, base, dross","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69011-60-5","Lead alloy, base, Pb,Sn, dross","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69012-60-8","Flue dust, lead-tin alloy-manufg.","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69013-19-0","エトキシ化アルコール（Ｃ＝８～２２）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-45-4","Lead, dross, antimony-rich","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-46-5","Lead, dross, bismuth-rich","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-50-1","Lead, antimonial","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-51-2","Lead, antimonial, dross","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-52-3","Lead, dross","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-53-4","Lead oxide (PbO), retort","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-67-0","Flue dust, lead-refining","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-73-8","Leach residues, tellurium","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-74-9","Calcines, lead ore conc.","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-86-3","Slags, tellurium","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69029-93-2","Slimes and Sludges, lead refining","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69039-26-5","ジブチル｛ビス［（ブチル）（スルファニル）（メトキシ）プロパノイルオキシ］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69121-20-6","カドミウム＝ビス（１２－ヒドロキシオクタデカノアート）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69198-43-2","ジブロモビス［トリス（３，５－ジメチルフェニル）ホスフィン］コバルト","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69226-43-3","ビス（｛［（ドデカノイルオキシ）カルボニル］メチル｝スルファニル）（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69226-44-4","８，８－ジオクチル－１，４－ジオキサ－７，９－ジチア－８－スタンナシクロウンデカン－５，１１－ジオン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69226-45-5","（５Ｚ，１３Ｚ）－９－メチル－２，２－ジオクチル－１，３，８，１１－テトラオキサ－２－スタンナシクロペンタデカ－５，１３－ジエン－４，７，１２，１５－テトラオン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69226-46-6","５，５－ジオクチル－１，９－ジオキサ－４，６－ジチア－５－スタンナシクロトリデカン－２，８－ジオン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69226-47-7","トリブチル（ウンデシルオキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69227-11-8","Lead, dross, copper-rich","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69239-37-8","ビス（｛（Ｚ）－３－［（ノニルオキシ）カルボニル］アクリロイル｝オキシ）（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69292-92-8","ヘキサアンミンコバルト（ＩＩＩ）リン酸錯塩","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69327-76-0","２－ｔｅｒｔ－ブチルイミノ－３－イソプロピル－５－フェニルテトラヒドロ－４Ｈ－１，３，５－チアジアジン－４－オン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69431-11-4","テルル化ビスマス","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69523-06-4","フェロセリウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69537-35-5","ビス（ドデカノイルオキシ）（ジドデシル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69599-22-0","三硫化四ニッケル","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69782-90-7","２，３，３’，４，４’，５’－ヘキサクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"69782-91-8","２，３，３’，４’，５，５’，６－ヘプタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"69799-37-7","１，３－ビス（アセチルオキシ）－１，１，３，３－テトラオクチルジスタンノキサン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69882-12-8","［２－（ブトキシカルボニル）エチル］トリス（｛［２－（オレオイルオキシ）エチル］スルファニル｝）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69898-18-6","ブチル（ヒドロキシ）（オキソ）スタンナンとジブチル（オキソ）スタンナンとイソオクチル＝スルファニルアセタートの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"69997-91-7","ビス［ビス（４－｛［４－（エチルスルホニル）－２－オラト－κＯ－フェニル］ジアゼニル－κＮ１｝－３－メチル－１－フェニルピラゾール－５（４Ｈ）－オナト－κＯ）クロム酸（１－）］＝ヘキサン－１，６－ジアンモニウム塩","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70024-86-1","ブチル（トリクロロ）スタンナンと水酸化ナトリウムの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70103-43-4","１２，１２，１９，１９－テトラブチル－９，２２－ジエチル－１０，１４，１７，２１－テトラオキソ－１１，１３，１８，２０－テトラオキサ－１２，１９－ジスタンナトリアコンタ－１５－エン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70303-46-7","（エチルスルファニル）（トリオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70303-47-8","（ブチルスルファニル）（トリオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70362-41-3","２，３，３’，４，５’－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-45-7","２，２’，３，６－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-46-8","２，２’，３，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-47-9","２，２’，４，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-48-0","２，３’，４’，５’－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-49-1","３，３’，４，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70362-50-4","３，４，４’，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70424-67-8","２，３，３’，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70424-68-9","２，３，３’，４’，５－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70424-69-0","２，３，３’，４，５－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70424-70-3","２，３’，４’，５，５’－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"70476-82-3","１，４－ジヒドロキシ－５，８－ビス（｛２－［（２－ヒドロキシエチル）アミノ］エチル｝アミノ）－９，１０－アントラキノン二塩酸塩","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"70495-35-1","Thorium ditelluride","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70514-05-5","Flue dust, lead blast furnace","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70514-37-3","Slimes and Sludges, lead sinter dust scrubber","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70605-35-5","ジ－ｎ－オクチルスズオキサイド重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70627-65-5","ジクロロ（３，４－ジメトキシフェニル）（フェニル）－λ（４）－テラン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70648-26-9","１，２，３，４，７，８－ヘキサクロロジベンゾ［ｂ，ｄ］フラン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"70709-94-3","２－（ペンタデシルオキシ）エタノール","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70714-64-6","ジルコン酸銅","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"70729-71-4","ブチル｛トリス［（２－ヒドロキシエチル）スルファニル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70750-24-2","ジブチル［ビス（ドデカノイルオキシ）］スタンナンとテトラエトキシシランの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70750-63-9","（ＳＰ－４－２）－（フタロシアニン－２９，３１－ジイド－２－スルホナト－κ（４）Ｎ（２９），Ｎ（３０），Ｎ（３１），Ｎ（３２））銅酸（１－）ジメチル（ジオクタデカン－１－イル）アンモニウム","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70851-34-2","四ナトリウム＝ビス［２－（｛５－［（２－カルボキシラトフェニル）スルファモイル］－２－オキシド－κＯ－フェニル｝ジアゼニル－κＮ（２））－１－（２－クロロアニリノ）－３－オキソ－κＯ－１－オキソブタン－２－イド］コバルタート（４－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70892-97-6","Dodecanoic acid, 1,1'-(dibutylstannylene) ester, polymer with 1,3-diisocyanatomethylbenzene, 2-ethoxyethyl acetate and 2,2'-oxybis[ethanol]","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70892-98-7","Dodecanoic acid, 1,1'-(dibutylstannylene) ester, polymer with 1,3-diisocyanatomethylbenzene, 2-ethoxyethyl acetate, 2,2'-oxybis[ethanol] and 1,2,3-propanetriol","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-28-8","トリス［（２－｛［５－（メトキシカルボニル）ペンタノイル］オキシ｝エチル）スルファニル］（メチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-29-9","トリス［（２－｛［４－（メトキシカルボニル）ブタノイル］オキシ｝エチル）スルファニル］（メチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-30-2","ジブチル｛ビス［（３－｛［２－（ジメチルアミノ）エトキシ］カルボニル｝プロパノイル）オキシ］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-31-3","ジブチル｛ビス［（（Ｚ）－３－｛［２－（ジメチルアミノ）エトキシ］カルボニル｝アクリロイル）オキシ］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-34-6","ジブチル｛ビス［（２－｛［４－（メトキシカルボニル）ブタノイル］オキシ｝エチル）スルファニル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-35-7","（ブチルスタンナントリイル）トリス（スルファンジイルエチレン）＝トリス（６－メトキシ－６－オキソヘキサノアート）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-36-8","ブチル｛トリス［（２－｛［４－（メトキシカルボニル）ブタノイル］オキシ｝エチル）スルファニル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-46-0","ジブチル［ビス（｛２－［（テトラデシルオキシ）カルボニル］エチル｝スルファニル）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70942-47-1","ジブチル［ビス（｛２－［（トリデシルオキシ）カルボニル］エチル｝スルファニル）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70969-63-0","ジペンタデシル＝３，３’－［（ジブチルスタンナンジイル）ビス（スルファンジイル）］ジプロピオナート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70969-67-4","ビス［（２－｛［５－（メトキシカルボニル）ペンタノイル］オキシ｝エチル）スルファニル］（ジメチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70969-68-5","ビス［（２－｛［４－（メトキシカルボニル）ブタノイル］オキシ｝エチル）スルファニル］（ジメチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70969-72-1","ジブチル｛ビス［（２－｛［５－（メトキシカルボニル）ペンタノイル］オキシ｝エチル）スルファニル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"70987-78-9","（Ｓ）－オキシラン－２－イルメチル＝４－メチルベンゼンスルホナート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71011-10-4","エトキシ化アルコール（Ｃ＝１４～２６）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71048-99-2","ナトリウム＝Ｎ－｛（Ｓ）－２－アミノ－４－［ヒドロキシ（メチル）ホスホリル］ブタノイル｝－Ｌ－アラニル－Ｌ－アラニナート","対象物","該当","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71092-26-7","２－エチルヘキシル＝アクリラート・（メタクリロイルオキシ）（トリフェニル）スタンナン・メチル＝メタクリラート重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71098-88-9","Ｎ－（フェニルセラニル）フタルイミド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71119-47-6","２－（ブトキシメチル）オキシランとトリクロロ（メチル）スタンナンの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71119-48-7","２－［（アルキル（Ｃ＝８～１８）オキシ）メチル］オキシランとトリクロロ（メチル）スタンナンの反応生成物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71133-14-7","ブロモ（ジクロロ）酢酸","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71243-46-4","エトキシ化アルコール（Ｃ＝８～１６）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71243-77-1","ジルコン酸カルシウム","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71449-78-0","ジフェニル［４－（フェニルスルファニル）フェニル］スルホニウム＝（ＯＣ－６－１１）－ヘキサフルオロ－λ（５）－スチバヌイド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71510-19-5","５，５，７，７－テトラブチル－１４－エチル－１１－オキソ－６，１２－ジオキサ－４，８－ジチア－５，７－ジスタンナオクタデカン酸２－エチルヘキシル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71561-11-0","２－［４－（２，４－ジクロロベンゾイル）－１，３－ジメチル－５－ピラゾリルオキシ］アセトフェノン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71599-06-9","カドミウム＝ビス（オクタデシル＝マレアート）","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71599-08-1","（Ｚ，Ｚ）－６，６，８，８－テトラブチル－４，１０，１３－トリオキソ－５，７，９，１４－テトラオキサ－６，８－ジスタンナオクタデカ－２，１１－ジエン酸ブチル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71631-13-5","Siloxanes and Silicones, di-Me, hydroxy-terminated, polymers with 1,1'-(dibutylstannylene) diacetate, 1,1',1''-(ethenylsilylidyne) triacetate, tetrakis[2-(2-methoxyethoxy)ethyl] silicate and 2-[[3-(trimethoxysilyl)propoxy]methyl]oxirane","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71799-66-1","Silicic acid (H6Si2O7), barium zinc salt (1:1:2), lead-doped","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71850-09-4","ジイソヘキシル＝フタラート","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71865-66-2","ジブチルスズサルファイド重合物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"71868-10-5","２－メチル－４’－メチルチオ－２－モルホリノプロピオフェノン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"71939-11-2","臭化ニッケル","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72231-02-8","トリス（｛（Ｚ）－３－［（イソオクチルオキシ）カルボニル］アクリロイル｝オキシ）（メチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72253-09-9","ベンゼン－１，２，４－トリカルボン酸のコバルト（２＋）塩（２：１）一水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72253-10-2","ベンゼン－１，２，４－トリカルボン酸のニッケル（２＋）塩（２：１）八水和物","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72259-65-5","ブチル［トリス（｛［（テトラデシルオキシ）カルボニル］メチル｝スルファニル）］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72305-84-1","ビス（アセチルオキシ）｛ビス［２－（ブトキシカルボニル）エチル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72379-29-4","ナフテン酸モリブデン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72416-87-6","３，４’，５－トリブロモビフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"72480-35-4","Stannane, dodecyl [2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio derivs.","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72623-86-0","水素化中性油を原料とする潤滑油（Ｃ１５～３０）","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"72623-87-1","水素化中性油を原料とする潤滑油（Ｃ２０～５０）","対象物","","該当","","","","","","","","","","","","","","","","","NITE-CHRIP"
"72854-21-8","ナフテン酸ジルコニウム","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"72869-85-3","水素＝ビス（４，５－ジ－ｔｅｒｔ－ブチル－２－オキシド－κＯ－ベンゾアト－κＯ）クロマート（１－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72905-87-4","エトキシ化アルコール（Ｃ＝１３～１８）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"72918-21-9","１，２，３，７，８，９－ヘキサクロロジベンゾ［ｂ，ｄ］フラン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"73003-70-0","ビス［（３－カルボキシアクリロイル）オキシ］（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73141-48-7","２，２’，３，４’，５’－ペンタブロモビフェニル","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"73246-84-1","Dibutyltin lauratemaleat","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73246-85-2","ビス（｛［（ドデシルオキシ）カルボニル］メチル｝スルファニル）（ジオクチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73250-68-7","２－（２－ベンゾチアゾリルオキシ）－Ｎ－メチルアセトアニリド","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73398-63-7","ポリオキシアルキレン（Ｃ＝２～４、８）のモノアルキル（Ｃ＝１～２４）エーテル","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73491-36-8","タリウム（Ｉ）＝トリフルオロメタンスルホナート","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73507-01-4","エチルヘプタン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"73513-16-3","テトラアジドプルンバン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73513-42-5","イソヘキサン","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"73520-82-8","塩化スズ（ＩＩ）・３／２水和物","対象物","","","","","","","","","","","","","","","","","","","NITE-CHRIP"
"73575-52-7","２，３’，４，５’－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73575-53-8","２，３’，４，５－テトラクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73575-54-9","２，２’，３，６，６’－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73575-55-0","２，２’，３，５，６’－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73575-56-1","２，２’，３，５，６－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73575-57-2","２，２’，３，４，６’－ペンタクロロビフェニル","対象物","該当","","","","?","","","","","要確認","","","第一種特定","","","","","","NITE-CHRIP"
"73612-40-5","ナトリウム＝ビス｛１－（３－クロロフェニル）－３－メチル－４－［（２－オキシド－κＯ－５－スルファモイルフェニル）ジアゼニル－κＮ（２）］－５－オキソ－κＯ－４，５－ジヒドロ－１Ｈ－ピラゾール－４－イド｝コバルタート（１－）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73640-07-0","フッ化亜鉛（ＩＩ）・水和物","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73688-85-4","（４－｛［４－（ジメチルアミノ）フェニル］ジアゼニル｝フェニル）アルソン酸一塩酸塩","対象物","該当","","","","?","","","","","","","","","","","","","","NITE-CHRIP"
"73882-06-1","ニッケル（２＋）＝４，４’－ビス（２－フェニルプロパン－２－イル）－２，２’－スルホニルジフェノラート","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73882-10-7","ニッケル（２＋）＝４，４’－ジノニル－２，２’－スルホニルジフェノラート","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-86-3","ジブチル｛ビス［（メチルスルホニル）オキシ］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-87-4","ビス［（メチルスルホニル）オキシ］（ジプロピル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-88-5","ブチル｛トリス［（ジブチルチオカルバモイル）スルファニル］｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-89-6","［（シアノアセチル）オキシ］（トリフェニル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-90-9","２，２－ジメチル［１，３，２］ジチアスタンノロ［４，５－ｂ］キノキサリン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-91-0","トリブチル［（ヨードアセチル）オキシ］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-92-1","［（ヨードアセチル）オキシ］（トリプロピル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-93-2","トリブチル［（２－ヨードベンゾイル）オキシ］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-94-3","［（２－ヨードベンゾイル）オキシ］（トリプロピル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-95-4","トリブチル［（３－ヨードプロパノイル）オキシ］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-96-5","２，２－ジフェニル［１，３，２］ジチアスタンノロ［４，５－ｂ］キノキサリン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-97-6","トリブチル（｛［（２，２，３，３－テトラメチルブチル）スルファニル］アセチル｝オキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-98-7","トリブチル（２，４，５－トリクロロフェノキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73927-99-8","トリプロピル［（トリクロロアセチル）オキシ］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73928-00-4","トリイソプロピル（ウンデカノイルオキシ）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73940-85-9","（１Ｓ，４Ｒ，１’Ｓ，４’Ｒ）－７，７，７’，７’－テトラメチル－１，１’－（４，４－ジエチル－２，２，６，６－テトラオキソ－３，５－ジオキサ－２λ（６），６λ（６）－ジチア－４－スタンナヘプタン－１，７－ジイル）ビス（ビシクロ［２．２．１］ヘプタン－２－オン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73940-86-0","シアナト（トリメチル）スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73940-87-1","［（ブタ－２－インジオイル）ジオキシ］ビス（トリフェニルスタンナン）","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73940-88-2","トリブチル［（４－ヨードベンゾイル）オキシ］スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73940-89-3","トリブチル｛［２－（２，４，５－トリクロロフェノキシ）プロパノイル］オキシ｝スタンナン","対象物","","","","","","","","","","要確認","","","","","","","","","NITE-CHRIP"
"73963-97-0","シアン化ニッケル（Ｎｉ（ＣＮ））","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
"74114-36-6","窒化マンガン","対象物","該当","","","","?","","","","","要確認","","","","","","","","","NITE-CHRIP"
